nameFirst,nameLast,yearID,lgID,teamID,batting_average
Michael,Brantley,2009,AL,CLE,0.3125
Michael,Brantley,2010,AL,CLE,0.24579124579124578
Michael,Brantley,2011,AL,CLE,0.2660753880266075
Michael,Brantley,2012,AL,CLE,0.28804347826086957
Michael,Brantley,2013,AL,CLE,0.2841726618705036
Michael,Brantley,2014,AL,CLE,0.32733224222585927
Michael,Brantley,2015,AL,CLE,0.31001890359168244
Michael,Brantley,2017,AL,CLE,0.2988165680473373
Michael,Brantley,2018,AL,CLE,0.3087719298245614
Michael,Brantley,2019,AL,HOU,0.31130434782608696
Michael,Brantley,2020,AL,HOU,0.3
Michael,Brantley,2021,AL,HOU,0.31130063965884863
Michael,Brantley,2022,AL,HOU,0.2880658436213992
Rob,Brantly,2013,NL,MIA,0.21076233183856502
Russell,Branyan,2000,AL,CLE,0.23834196891191708
Russell,Branyan,2001,AL,CLE,0.23174603174603176
Russell,Branyan,2002,NL,CIN,0.24423963133640553
Russell,Branyan,2002,AL,CLE,0.20496894409937888
Russell,Branyan,2003,NL,CIN,0.2159090909090909
Russell,Branyan,2004,NL,MIL,0.23417721518987342
Russell,Branyan,2005,NL,MIL,0.25742574257425743
Russell,Branyan,2006,AL,TBA,0.20118343195266272
Russell,Branyan,2007,NL,SDN,0.19672131147540983
Russell,Branyan,2008,NL,MIL,0.25
Russell,Branyan,2009,AL,SEA,0.2505800464037123
Russell,Branyan,2010,AL,CLE,0.2631578947368421
Russell,Branyan,2010,AL,SEA,0.2146341463414634
Roy,Brashear,1902,NL,SLN,0.2757731958762887
Fred,Bratschi,1926,AL,BOS,0.2754491017964072
Ryan,Braun,2007,NL,MIL,0.3237250554323725
Ryan,Braun,2008,NL,MIL,0.28477905073649756
Ryan,Braun,2009,NL,MIL,0.31968503937007875
Ryan,Braun,2010,NL,MIL,0.3037156704361874
Ryan,Braun,2011,NL,MIL,0.3321492007104796
Ryan,Braun,2012,NL,MIL,0.3193979933110368
Ryan,Braun,2013,NL,MIL,0.29777777777777775
Ryan,Braun,2014,NL,MIL,0.2660377358490566
Ryan,Braun,2015,NL,MIL,0.2845849802371542
Ryan,Braun,2016,NL,MIL,0.30528375733855184
Ryan,Braun,2017,NL,MIL,0.26842105263157895
Ryan,Braun,2018,NL,MIL,0.254320987654321
Ryan,Braun,2019,NL,MIL,0.28540305010893247
Ryan,Braun,2020,NL,MIL,0.23255813953488372
Steve,Braun,1971,AL,MIN,0.2536443148688047
Steve,Braun,1972,AL,MIN,0.2885572139303483
Steve,Braun,1973,AL,MIN,0.28254847645429365
Steve,Braun,1974,AL,MIN,0.2803532008830022
Steve,Braun,1975,AL,MIN,0.30242825607064017
Steve,Braun,1976,AL,MIN,0.28776978417266186
Steve,Braun,1977,AL,SEA,0.23503325942350334
Steve,Braun,1978,AL,KCA,0.26277372262773724
Steve,Braun,1979,AL,KCA,0.2672413793103448
Frank,Brazill,1921,AL,PHA,0.2711864406779661
Sid,Bream,1986,NL,PIT,0.2681992337164751
Sid,Bream,1987,NL,PIT,0.2751937984496124
Sid,Bream,1988,NL,PIT,0.26406926406926406
Sid,Bream,1990,NL,PIT,0.2699228791773779
Sid,Bream,1991,NL,ATL,0.2528301886792453
Sid,Bream,1992,NL,ATL,0.260752688172043
Sid,Bream,1993,NL,ATL,0.259927797833935
Brent,Brede,1997,AL,MIN,0.2736842105263158
Brent,Brede,1998,NL,ARI,0.22641509433962265
Hal,Breeden,1973,NL,MON,0.2751937984496124
Hal,Breeden,1974,NL,MON,0.24736842105263157
Marv,Breeding,1960,AL,BAL,0.26678765880217786
Marv,Breeding,1961,AL,BAL,0.20901639344262296
Marv,Breeding,1962,AL,BAL,0.24583333333333332
Marv,Breeding,1963,AL,WS2,0.27411167512690354
Alex,Bregman,2016,AL,HOU,0.263681592039801
Alex,Bregman,2017,AL,HOU,0.2841726618705036
Alex,Bregman,2018,AL,HOU,0.28619528619528617
Alex,Bregman,2019,AL,HOU,0.296028880866426
Alex,Bregman,2020,AL,HOU,0.24183006535947713
Alex,Bregman,2021,AL,HOU,0.27011494252873564
Alex,Bregman,2022,AL,HOU,0.2591240875912409
Alex,Bregman,2023,AL,HOU,0.2620578778135048
Alex,Bregman,2024,AL,HOU,0.25989672977624784
Theodore,Breitenstein,1892,NL,SLN,0.12213740458015267
Theodore,Breitenstein,1893,NL,SLN,0.18125
Theodore,Breitenstein,1894,NL,SLN,0.21978021978021978
Theodore,Breitenstein,1895,NL,SLN,0.19004524886877827
Theodore,Breitenstein,1896,NL,SLN,0.25925925925925924
Theodore,Breitenstein,1897,NL,CIN,0.2661290322580645
Theodore,Breitenstein,1898,NL,CIN,0.21487603305785125
Theodore,Breitenstein,1899,NL,CIN,0.3523809523809524
Theodore,Breitenstein,1900,NL,CIN,0.19047619047619047
Herb,Bremer,1938,NL,SLN,0.2185430463576159
Bob,Brenly,1982,NL,SFN,0.2833333333333333
Bob,Brenly,1983,NL,SFN,0.22419928825622776
Bob,Brenly,1984,NL,SFN,0.29051383399209485
Bob,Brenly,1985,NL,SFN,0.22045454545454546
Bob,Brenly,1986,NL,SFN,0.2457627118644068
Bob,Brenly,1987,NL,SFN,0.26666666666666666
Bob,Brenly,1988,NL,SFN,0.18932038834951456
Jack,Brennan,1884,UA,SLU,0.21645021645021645
Jack,Brennan,1888,AA,KC2,0.1694915254237288
Jack,Brennan,1889,AA,PH4,0.22123893805309736
Jack,Brennan,1890,PL,CLP,0.2532188841201717
Will,Brennan,2023,AL,CLE,0.2662037037037037
Will,Brennan,2024,AL,CLE,0.2636363636363636
Bill,Brenzel,1935,AL,CLE,0.21830985915492956
Roger,Bresnahan,1901,AL,BLA,0.2677966101694915
Roger,Bresnahan,1902,AL,BLA,0.2723404255319149
Roger,Bresnahan,1902,NL,NY1,0.28651685393258425
Roger,Bresnahan,1903,NL,NY1,0.3497536945812808
Roger,Bresnahan,1904,NL,NY1,0.2835820895522388
Roger,Bresnahan,1905,NL,NY1,0.3021148036253776
Roger,Bresnahan,1906,NL,NY1,0.2814814814814815
Roger,Bresnahan,1907,NL,NY1,0.2530487804878049
Roger,Bresnahan,1908,NL,NY1,0.2828507795100223
Roger,Bresnahan,1909,NL,SLN,0.24358974358974358
Roger,Bresnahan,1910,NL,SLN,0.2777777777777778
Roger,Bresnahan,1911,NL,SLN,0.2775330396475771
Roger,Bresnahan,1912,NL,SLN,0.3333333333333333
Roger,Bresnahan,1913,NL,CHN,0.22839506172839505
Roger,Bresnahan,1914,NL,CHN,0.2782258064516129
Roger,Bresnahan,1915,NL,CHN,0.20361990950226244
Eddie,Bressoud,1956,NL,NY1,0.22699386503067484
Eddie,Bressoud,1957,NL,NY1,0.2677165354330709
Eddie,Bressoud,1958,NL,SFN,0.26277372262773724
Eddie,Bressoud,1959,NL,SFN,0.2507936507936508
Eddie,Bressoud,1960,NL,SFN,0.22538860103626943
Eddie,Bressoud,1961,NL,SFN,0.21052631578947367
Eddie,Bressoud,1962,AL,BOS,0.27712854757929883
Eddie,Bressoud,1963,AL,BOS,0.2595573440643863
Eddie,Bressoud,1964,AL,BOS,0.29328621908127206
Eddie,Bressoud,1965,AL,BOS,0.22635135135135134
Eddie,Bressoud,1966,NL,NYN,0.22469135802469137
Rube,Bressler,1919,NL,CIN,0.20606060606060606
Rube,Bressler,1921,NL,CIN,0.3065015479876161
Rube,Bressler,1923,NL,CIN,0.2773109243697479
Rube,Bressler,1924,NL,CIN,0.3472584856396867
Rube,Bressler,1925,NL,CIN,0.34796238244514105
Rube,Bressler,1926,NL,CIN,0.3569023569023569
Rube,Bressler,1927,NL,CIN,0.291220556745182
Rube,Bressler,1928,NL,BRO,0.2954091816367265
Rube,Bressler,1929,NL,BRO,0.31798245614035087
Rube,Bressler,1930,NL,BRO,0.29850746268656714
Rube,Bressler,1931,NL,BRO,0.28104575163398693
Jim,Breton,1914,AL,CHA,0.21212121212121213
George,Brett,1974,AL,KCA,0.28227571115973743
George,Brett,1975,AL,KCA,0.30757097791798105
George,Brett,1976,AL,KCA,0.3333333333333333
George,Brett,1977,AL,KCA,0.3120567375886525
George,Brett,1978,AL,KCA,0.29411764705882354
George,Brett,1979,AL,KCA,0.32868217054263565
George,Brett,1980,AL,KCA,0.3897550111358575
George,Brett,1981,AL,KCA,0.31412103746397696
George,Brett,1982,AL,KCA,0.3007246376811594
George,Brett,1983,AL,KCA,0.3103448275862069
George,Brett,1984,AL,KCA,0.28381962864721483
George,Brett,1985,AL,KCA,0.33454545454545453
George,Brett,1986,AL,KCA,0.29024943310657597
George,Brett,1987,AL,KCA,0.2903981264637002
George,Brett,1988,AL,KCA,0.30560271646859083
George,Brett,1989,AL,KCA,0.28227571115973743
George,Brett,1990,AL,KCA,0.3290441176470588
George,Brett,1991,AL,KCA,0.25544554455445545
George,Brett,1992,AL,KCA,0.28547297297297297
George,Brett,1993,AL,KCA,0.26607142857142857
Rod,Brewer,1992,NL,SLN,0.30097087378640774
Rod,Brewer,1993,NL,SLN,0.2857142857142857
Charlie,Brewster,1943,NL,PHI,0.22012578616352202
Jose,Briceno,2018,AL,LAA,0.23931623931623933
Fred,Brickell,1928,NL,PIT,0.3217821782178218
Fred,Brickell,1929,NL,PIT,0.3135593220338983
Fred,Brickell,1930,NL,PHI,0.24583333333333332
Fred,Brickell,1930,NL,PIT,0.2968036529680365
Fred,Brickell,1931,NL,PHI,0.2529182879377432
Jim,Brideweser,1954,AL,BAL,0.2647058823529412
Jim,Brideweser,1956,AL,DET,0.21794871794871795
Jim,Brideweser,1957,AL,BAL,0.2676056338028169
Jonah,Bride,2022,AL,OAK,0.2037037037037037
Jonah,Bride,2024,NL,MIA,0.27586206896551724
Rocky,Bridges,1951,NL,BRO,0.2537313432835821
Rocky,Bridges,1953,NL,CIN,0.22685185185185186
Rocky,Bridges,1955,NL,CIN,0.2857142857142857
Rocky,Bridges,1957,AL,WS1,0.22762148337595908
Rocky,Bridges,1958,AL,WS1,0.2625994694960212
Rocky,Bridges,1959,AL,DET,0.2677165354330709
Rocky,Bridges,1961,AL,LAA,0.24017467248908297
Tommy,Bridges,1935,AL,DET,0.23853211009174313
Tommy,Bridges,1936,AL,DET,0.211864406779661
Al,Bridwell,1905,NL,CIN,0.25196850393700787
Al,Bridwell,1906,NL,BSN,0.22657952069716775
Al,Bridwell,1907,NL,BSN,0.2180746561886051
Al,Bridwell,1908,NL,NY1,0.284796573875803
Al,Bridwell,1909,NL,NY1,0.29411764705882354
Al,Bridwell,1910,NL,NY1,0.2764227642276423
Al,Bridwell,1911,NL,BSN,0.29120879120879123
Al,Bridwell,1911,NL,NY1,0.26996197718631176
Al,Bridwell,1912,NL,BSN,0.2358490566037736
Al,Bridwell,1913,NL,CHN,0.23950617283950618
Al,Bridwell,1914,FL,SLF,0.23622047244094488
Al,Bridwell,1915,FL,SLF,0.22857142857142856
Bunny,Brief,1913,AL,SLA,0.21705426356589147
Bunny,Brief,1915,AL,CHA,0.21428571428571427
Bunny,Brief,1917,NL,PIT,0.21739130434782608
Charlie,Briggs,1884,UA,CHU,0.17032967032967034
Dan,Briggs,1976,AL,CAL,0.21370967741935484
Dan,Briggs,1979,NL,SDN,0.20704845814977973
Grant,Briggs,1890,AA,SR2,0.18037974683544303
John,Briggs,1965,NL,PHI,0.23580786026200873
John,Briggs,1966,NL,PHI,0.2823529411764706
John,Briggs,1967,NL,PHI,0.2319277108433735
John,Briggs,1968,NL,PHI,0.25443786982248523
John,Briggs,1969,NL,PHI,0.23822714681440443
John,Briggs,1970,NL,PHI,0.2697947214076246
John,Briggs,1971,AL,ML4,0.264
John,Briggs,1972,AL,ML4,0.26555023923444976
John,Briggs,1973,AL,ML4,0.2459016393442623
John,Briggs,1974,AL,ML4,0.2527075812274368
John,Briggs,1975,AL,MIN,0.23106060606060605
Harry,Bright,1961,AL,WS2,0.24043715846994534
Harry,Bright,1962,AL,WS2,0.2729591836734694
Harry,Bright,1963,AL,NYA,0.2356687898089172
Reid,Brignac,2010,AL,TBA,0.2558139534883721
Reid,Brignac,2011,AL,TBA,0.1927710843373494
Greg,Briley,1989,AL,SEA,0.26649746192893403
Greg,Briley,1990,AL,SEA,0.24629080118694363
Greg,Briley,1991,AL,SEA,0.25984251968503935
Greg,Briley,1992,AL,SEA,0.275
Greg,Briley,1993,NL,FLO,0.19411764705882353
Chuck,Brinkman,1973,AL,CHA,0.18705035971223022
Ed,Brinkman,1962,AL,WS2,0.16541353383458646
Ed,Brinkman,1963,AL,WS2,0.22762645914396887
Ed,Brinkman,1964,AL,WS2,0.22371364653243847
Ed,Brinkman,1965,AL,WS2,0.18468468468468469
Ed,Brinkman,1966,AL,WS2,0.22852233676975944
Ed,Brinkman,1967,AL,WS2,0.1875
Ed,Brinkman,1968,AL,WS2,0.18652849740932642
Ed,Brinkman,1969,AL,WS2,0.265625
Ed,Brinkman,1970,AL,WS2,0.2624
Ed,Brinkman,1971,AL,DET,0.22770398481973433
Ed,Brinkman,1972,AL,DET,0.20348837209302326
Ed,Brinkman,1973,AL,DET,0.23689320388349513
Ed,Brinkman,1974,AL,DET,0.22111553784860558
Lewis,Brinson,2018,NL,MIA,0.19895287958115182
Lewis,Brinson,2019,NL,MIA,0.17256637168141592
Lewis,Brinson,2020,NL,MIA,0.22641509433962265
Lewis,Brinson,2021,NL,MIA,0.22627737226277372
Fatty,Briody,1882,NL,CL2,0.25773195876288657
Fatty,Briody,1883,NL,CL2,0.23448275862068965
Fatty,Briody,1884,NL,CL2,0.16891891891891891
Fatty,Briody,1885,NL,SL5,0.19534883720930232
Fatty,Briody,1886,NL,KCN,0.2372093023255814
Fatty,Briody,1887,NL,DTN,0.2265625
Juan,Brito,2004,NL,ARI,0.2046783625730994
Tilson,Brito,1997,AL,TOR,0.2222222222222222
Jim,Britt,1872,NA,BR2,0.2645161290322581
Jim,Britt,1873,NA,BR2,0.19583333333333333
Greg,Brock,1983,NL,LAN,0.22417582417582418
Greg,Brock,1984,NL,LAN,0.22509225092250923
Greg,Brock,1985,NL,LAN,0.2511415525114155
Greg,Brock,1986,NL,LAN,0.23384615384615384
Greg,Brock,1987,AL,ML4,0.29887218045112784
Greg,Brock,1988,AL,ML4,0.21153846153846154
Greg,Brock,1989,AL,ML4,0.26541554959785524
Greg,Brock,1990,AL,ML4,0.24795640326975477
Lou,Brock,1962,NL,CHN,0.2626728110599078
Lou,Brock,1963,NL,CHN,0.2577696526508227
Lou,Brock,1964,NL,CHN,0.25116279069767444
Lou,Brock,1964,NL,SLN,0.34844868735083534
Lou,Brock,1965,NL,SLN,0.2884310618066561
Lou,Brock,1966,NL,SLN,0.2846034214618974
Lou,Brock,1967,NL,SLN,0.29898403483309144
Lou,Brock,1968,NL,SLN,0.2787878787878788
Lou,Brock,1969,NL,SLN,0.29770992366412213
Lou,Brock,1970,NL,SLN,0.3042168674698795
Lou,Brock,1971,NL,SLN,0.3125
Lou,Brock,1972,NL,SLN,0.3107890499194847
Lou,Brock,1973,NL,SLN,0.2969230769230769
Lou,Brock,1974,NL,SLN,0.30551181102362207
Lou,Brock,1975,NL,SLN,0.3087121212121212
Lou,Brock,1976,NL,SLN,0.30120481927710846
Lou,Brock,1977,NL,SLN,0.2719836400817996
Lou,Brock,1978,NL,SLN,0.2214765100671141
Lou,Brock,1979,NL,SLN,0.3037037037037037
Steve,Brodie,1890,NL,BSN,0.29571984435797666
Steve,Brodie,1891,NL,BSN,0.26003824091778205
Steve,Brodie,1892,NL,SLN,0.2541528239202658
Steve,Brodie,1893,NL,SLN,0.31769722814498935
Steve,Brodie,1894,NL,BLN,0.36649214659685864
Steve,Brodie,1895,NL,BLN,0.3484848484848485
Steve,Brodie,1896,NL,BLN,0.29651162790697677
Steve,Brodie,1897,NL,PIT,0.2918918918918919
Steve,Brodie,1898,NL,PIT,0.26282051282051283
Steve,Brodie,1899,NL,BLN,0.3088512241054614
Steve,Brodie,1901,AL,BLA,0.3104575163398693
Steve,Brodie,1902,NL,NY1,0.28095238095238095
Rico,Brogna,1994,NL,NYN,0.3511450381679389
Rico,Brogna,1995,NL,NYN,0.28888888888888886
Rico,Brogna,1996,NL,NYN,0.2553191489361702
Rico,Brogna,1997,NL,PHI,0.2523020257826888
Rico,Brogna,1998,NL,PHI,0.26548672566371684
Rico,Brogna,1999,NL,PHI,0.2778675282714055
Rico,Brogna,2000,NL,PHI,0.24806201550387597
Rico,Brogna,2001,NL,ATL,0.24757281553398058
Jack,Brohamer,1972,AL,CLE,0.2333965844402277
Jack,Brohamer,1973,AL,CLE,0.22
Jack,Brohamer,1974,AL,CLE,0.2698412698412698
Jack,Brohamer,1975,AL,CLE,0.24423963133640553
Jack,Brohamer,1976,AL,CHA,0.2514124293785311
Jack,Brohamer,1977,AL,CHA,0.2565789473684211
Jack,Brohamer,1978,AL,BOS,0.2336065573770492
Jack,Brohamer,1979,AL,BOS,0.265625
Jack,Brohamer,1980,AL,CLE,0.22535211267605634
Herman,Bronkie,1919,AL,SLA,0.25510204081632654
Hubie,Brooks,1981,NL,NYN,0.30726256983240224
Hubie,Brooks,1982,NL,NYN,0.24945295404814005
Hubie,Brooks,1983,NL,NYN,0.2508532423208191
Hubie,Brooks,1984,NL,NYN,0.28342245989304815
Hubie,Brooks,1985,NL,MON,0.2694214876033058
Hubie,Brooks,1986,NL,MON,0.33986928104575165
Hubie,Brooks,1987,NL,MON,0.2627906976744186
Hubie,Brooks,1988,NL,MON,0.2789115646258503
Hubie,Brooks,1989,NL,MON,0.26752767527675275
Hubie,Brooks,1990,NL,LAN,0.2658450704225352
Hubie,Brooks,1991,NL,NYN,0.23809523809523808
Hubie,Brooks,1992,AL,CAL,0.21568627450980393
Hubie,Brooks,1993,AL,KCA,0.2857142857142857
Mandy,Brooks,1925,NL,CHN,0.2808022922636103
Tom,Brookens,1979,AL,DET,0.2631578947368421
Tom,Brookens,1980,AL,DET,0.275049115913556
Tom,Brookens,1981,AL,DET,0.24267782426778242
Tom,Brookens,1982,AL,DET,0.23115577889447236
Tom,Brookens,1983,AL,DET,0.21385542168674698
Tom,Brookens,1984,AL,DET,0.24553571428571427
Tom,Brookens,1985,AL,DET,0.23711340206185566
Tom,Brookens,1986,AL,DET,0.2704626334519573
Tom,Brookens,1987,AL,DET,0.240990990990991
Tom,Brookens,1988,AL,DET,0.24263038548752835
Tom,Brookens,1989,AL,NYA,0.2261904761904762
Tom,Brookens,1990,AL,CLE,0.2662337662337662
Scott,Brosius,1993,AL,OAK,0.24882629107981222
Scott,Brosius,1994,AL,OAK,0.23765432098765432
Scott,Brosius,1995,AL,OAK,0.2622107969151671
Scott,Brosius,1996,AL,OAK,0.3037383177570093
Scott,Brosius,1997,AL,OAK,0.20250521920668058
Scott,Brosius,1998,AL,NYA,0.3
Scott,Brosius,1999,AL,NYA,0.24735729386892177
Scott,Brosius,2000,AL,NYA,0.2297872340425532
Scott,Brosius,2001,AL,NYA,0.28738317757009346
Mike,Brosseau,2019,AL,TBA,0.2727272727272727
Mike,Brosseau,2021,AL,TBA,0.18666666666666668
Mike,Brosseau,2022,NL,MIL,0.2553191489361702
Mark,Brouhard,1980,AL,ML4,0.232
Mark,Brouhard,1981,AL,ML4,0.27419354838709675
Mark,Brouhard,1982,AL,ML4,0.26851851851851855
Mark,Brouhard,1983,AL,ML4,0.2756756756756757
Mark,Brouhard,1984,AL,ML4,0.23857868020304568
Mark,Brouhard,1985,AL,ML4,0.25925925925925924
Ben,Broussard,2002,AL,CLE,0.24107142857142858
Ben,Broussard,2003,AL,CLE,0.24870466321243523
Ben,Broussard,2004,AL,CLE,0.2751196172248804
Ben,Broussard,2005,AL,CLE,0.2553648068669528
Ben,Broussard,2006,AL,CLE,0.3208955223880597
Ben,Broussard,2006,AL,SEA,0.23780487804878048
Ben,Broussard,2007,AL,SEA,0.275
Art,Brouthers,1906,AL,PHA,0.20833333333333334
Dan,Brouthers,1879,NL,TRN,0.27380952380952384
Dan,Brouthers,1881,NL,BFN,0.31851851851851853
Dan,Brouthers,1882,NL,BFN,0.36752136752136755
Dan,Brouthers,1883,NL,BFN,0.37411764705882355
Dan,Brouthers,1884,NL,BFN,0.32663316582914576
Dan,Brouthers,1885,NL,BFN,0.35872235872235875
Dan,Brouthers,1886,NL,DTN,0.37014314928425357
Dan,Brouthers,1887,NL,DTN,0.338
Dan,Brouthers,1888,NL,DTN,0.3065134099616858
Dan,Brouthers,1889,NL,BSN,0.3731958762886598
Dan,Brouthers,1890,PL,BSP,0.33473684210526317
Dan,Brouthers,1891,AA,BS2,0.3497942386831276
Dan,Brouthers,1892,NL,BRO,0.33503401360544216
Dan,Brouthers,1893,NL,BRO,0.33687943262411346
Dan,Brouthers,1894,NL,BLN,0.3466666666666667
Dan,Brouthers,1896,NL,PHI,0.3440366972477064
Bob,Brower,1987,AL,TEX,0.2607260726072607
Bob,Brower,1988,AL,TEX,0.22388059701492538
Frank,Brower,1920,AL,WS1,0.31092436974789917
Frank,Brower,1921,AL,WS1,0.26108374384236455
Frank,Brower,1922,AL,WS1,0.2929936305732484
Frank,Brower,1923,AL,CLE,0.28463476070528965
Frank,Brower,1924,AL,CLE,0.2803738317757009
Adrian,Brown,1997,NL,PIT,0.19047619047619047
Adrian,Brown,1998,NL,PIT,0.28289473684210525
Adrian,Brown,1999,NL,PIT,0.26991150442477874
Adrian,Brown,2000,NL,PIT,0.31493506493506496
Adrian,Brown,2002,NL,PIT,0.21634615384615385
Andrew,Brown,2012,NL,COL,0.23214285714285715
Andrew,Brown,2013,NL,NYN,0.22666666666666666
Bobby,Brown,1947,AL,NYA,0.3
Bobby,Brown,1948,AL,NYA,0.3002754820936639
Bobby,Brown,1949,AL,NYA,0.282798833819242
Bobby,Brown,1950,AL,NYA,0.26714801444043323
Bobby,Brown,1951,AL,NYA,0.268370607028754
Bobby,Brown,1980,AL,NYA,0.25970873786407767
Bobby,Brown,1982,AL,SEA,0.24081632653061225
Bobby,Brown,1983,NL,SDN,0.26666666666666666
Bobby,Brown,1984,NL,SDN,0.25146198830409355
Brant,Brown,1997,NL,CHN,0.23357664233576642
Brant,Brown,1998,NL,CHN,0.2910662824207493
Brant,Brown,1999,NL,PIT,0.2316715542521994
Byron,Browne,1966,NL,CHN,0.24343675417661098
Byron,Browne,1970,NL,PHI,0.24814814814814815
Chris,Brown,1985,NL,SFN,0.2708333333333333
Chris,Brown,1986,NL,SFN,0.3173076923076923
Chris,Brown,1987,NL,SDN,0.23225806451612904
Chris,Brown,1987,NL,SFN,0.24242424242424243
Chris,Brown,1988,NL,SDN,0.23481781376518218
Darrell,Brown,1983,AL,MIN,0.27184466019417475
Darrell,Brown,1984,AL,MIN,0.27307692307692305
Dee,Brown,2001,AL,KCA,0.24473684210526317
Dee,Brown,2003,AL,KCA,0.22727272727272727
Dee,Brown,2004,AL,KCA,0.2512820512820513
Dick,Brown,1957,AL,CLE,0.2631578947368421
Dick,Brown,1958,AL,CLE,0.23699421965317918
Dick,Brown,1959,AL,CLE,0.2198581560283688
Dick,Brown,1961,AL,DET,0.2662337662337662
Dick,Brown,1962,AL,DET,0.24129930394431554
Dick,Brown,1963,AL,BAL,0.24561403508771928
Dick,Brown,1964,AL,BAL,0.2565217391304348
Dick,Brown,1965,AL,BAL,0.23137254901960785
Domonic,Brown,2011,NL,PHI,0.24456521739130435
Domonic,Brown,2012,NL,PHI,0.23529411764705882
Domonic,Brown,2013,NL,PHI,0.2721774193548387
Domonic,Brown,2014,NL,PHI,0.2346723044397463
Domonic,Brown,2015,NL,PHI,0.2275132275132275
Drummond,Brown,1915,FL,KCF,0.2422907488986784
Earl,Browne,1937,NL,PHI,0.2921686746987952
Ed,Brown,1884,AA,TL1,0.17647058823529413
Eddie,Brown,1921,NL,NY1,0.28125
Eddie,Brown,1924,NL,BRO,0.3076923076923077
Eddie,Brown,1925,NL,BRO,0.3058252427184466
Eddie,Brown,1926,NL,BSN,0.3284313725490196
Eddie,Brown,1927,NL,BSN,0.3064516129032258
Eddie,Brown,1928,NL,BSN,0.2676864244741874
Emil,Brown,2000,NL,PIT,0.2184873949579832
Emil,Brown,2001,NL,PIT,0.2032520325203252
Emil,Brown,2005,AL,KCA,0.28623853211009176
Emil,Brown,2006,AL,KCA,0.286527514231499
Emil,Brown,2007,AL,KCA,0.2568306010928962
Emil,Brown,2008,AL,OAK,0.24378109452736318
Gates,Brown,1964,AL,DET,0.27230046948356806
Gates,Brown,1965,AL,DET,0.2555066079295154
Gates,Brown,1966,AL,DET,0.26627218934911245
Gates,Brown,1970,AL,DET,0.22580645161290322
Gates,Brown,1971,AL,DET,0.3384615384615385
Gates,Brown,1972,AL,DET,0.23015873015873015
Gates,Brown,1973,AL,DET,0.23607427055702918
George,Browne,1902,NL,NY1,0.3194444444444444
George,Browne,1902,NL,PHI,0.2597864768683274
George,Browne,1903,NL,NY1,0.31302876480541453
George,Browne,1904,NL,NY1,0.2835570469798658
George,Browne,1905,NL,NY1,0.292910447761194
George,Browne,1906,NL,NY1,0.2641509433962264
George,Browne,1907,NL,NY1,0.259825327510917
George,Browne,1908,NL,BSN,0.22761194029850745
George,Browne,1909,AL,WS1,0.272264631043257
George,Browne,1910,AL,CHA,0.24107142857142858
Ike,Brown,1969,AL,DET,0.22941176470588234
Ike,Brown,1971,AL,DET,0.2545454545454545
Jarvis,Brown,1993,NL,SDN,0.23308270676691728
Jerry,Browne,1987,AL,TEX,0.2709251101321586
Jerry,Browne,1988,AL,TEX,0.22897196261682243
Jerry,Browne,1989,AL,CLE,0.2993311036789298
Jerry,Browne,1990,AL,CLE,0.26705653021442494
Jerry,Browne,1991,AL,CLE,0.22758620689655173
Jerry,Browne,1992,AL,OAK,0.28703703703703703
Jerry,Browne,1993,AL,OAK,0.25
Jerry,Browne,1994,NL,FLO,0.2948328267477204
Jerry,Browne,1995,NL,FLO,0.2554347826086957
Jimmy,Brown,1937,NL,SLN,0.2761904761904762
Jimmy,Brown,1938,NL,SLN,0.3010471204188482
Jimmy,Brown,1939,NL,SLN,0.29767441860465116
Jimmy,Brown,1940,NL,SLN,0.27973568281938327
Jimmy,Brown,1941,NL,SLN,0.30601092896174864
Jimmy,Brown,1942,NL,SLN,0.25577557755775576
Jimmy,Brown,1943,NL,SLN,0.18181818181818182
Jimmy,Brown,1946,NL,PIT,0.24066390041493776
Kevin,Brown,1998,AL,TOR,0.2636363636363636
Larry,Brown,1963,AL,CLE,0.2550607287449393
Larry,Brown,1964,AL,CLE,0.2298507462686567
Larry,Brown,1965,AL,CLE,0.2534246575342466
Larry,Brown,1966,AL,CLE,0.22941176470588234
Larry,Brown,1967,AL,CLE,0.2268041237113402
Larry,Brown,1968,AL,CLE,0.23434343434343435
Larry,Brown,1969,AL,CLE,0.23880597014925373
Larry,Brown,1970,AL,CLE,0.25806451612903225
Larry,Brown,1971,AL,OAK,0.19576719576719576
Larry,Brown,1972,AL,OAK,0.18309859154929578
Lew,Brown,1876,NL,BSN,0.21025641025641026
Lew,Brown,1877,NL,BSN,0.25339366515837103
Lew,Brown,1878,NL,PRO,0.3045267489711934
Lew,Brown,1879,NL,PRO,0.2576419213973799
Lew,Brown,1881,NL,DTN,0.24074074074074073
Lew,Brown,1884,UA,BSU,0.23076923076923078
Lindsay,Brown,1937,NL,BRO,0.26956521739130435
Mike,Brown,1983,AL,CAL,0.23076923076923078
Mike,Brown,1984,AL,CAL,0.28378378378378377
Mike,Brown,1985,AL,CAL,0.2679738562091503
Mike,Brown,1985,NL,PIT,0.33170731707317075
Mike,Brown,1986,NL,PIT,0.21810699588477367
Mordecai,Brown,1908,NL,CHN,0.2066115702479339
Mordecai,Brown,1909,NL,CHN,0.176
Mordecai,Brown,1910,NL,CHN,0.17475728155339806
Ollie,Brown,1966,NL,SFN,0.23275862068965517
